text,label
"Good morning, Please add a way tob ulk-edit records. Let me know.",feature_request
"To whom it may concern, Which plan is right for a team of about ten people.",feature_request
"Hello, Api calls time out intermittently and break my integration. Let me know.",technical
I need some help. Pages take over 30 seconds to load lately. Please advise.,technical
Quick question - Can you point me to a getting-started tutorial.,general_inquiry
"Hi team, Do you offer discounts for non-profits. Hoping for a quick reply.",general_inquiry
"Good morning, Do you publish a public roadmap i can follow. Let me know.",general_inquiry
"Good morning, How does your product compare to others i'm evaluating. Regards.",general_inquiry
"Good morning, I want to add a teammate with admin permissions. Sorry if this is the wrong channel.",account_access
"Good morning, Pages take over 30 seconds to load lately. Thanks in advance.",technical
"Hi team, My subscription jumped to $15.50 without any notice. Sorry if this is the wrong channel.",billing
"Hi team, There are two separate $29 charges from the same day. Thanks in advance.",billing
Urgent: An api webhook for new events would unblock our team. Appreciate any help.,feature_request
"Hey, I was removed from my workspace by mistake. This is blocking me.",billing
"Good morning, I can't find the invoice fors eptember and my finance team needs it. Regards.",billing
"Good morning, An api webhook for new events would unblock our team. Please advise.",feature_request
"Hello, I want to add a teammate with admin permissions.",account_access
"Good morning, The $19 charge on my statement doesn't look right. Regards.",billing
"Hi team, Do you publish a public roadmap i can follow.",general_inquiry
Following up: I can't log in and the password reset email never arrives. Appreciate any help.,account_access
Quick question - The $80 charge on my statement doesn't look right. Appreciate any help.,billing
I can't find the invoice for q1 and my finance team needs it. Thanks in advance.,billing
"Hello, Do you publish a public roadmap i can follow.",general_inquiry
Sync has been broken since the update in september. Regards.,technical
Urgent: Where can i find docs for the reporting feature. Hoping for a quick reply.,general_inquiry
Following up: Could you support exporting to pdf and ont just csv. Sorry if this is the wrong channel.,feature_request
"Hello, My account got locked after a few failed attempts. This is blocking me.",account_access
"Good morning, I see logins i don't recognise and i'm worried about my account. Let me know.",account_access
I need some help. My subscription jumped to $199 without any notice. Appreciate any help.,billing
"Hey, I can't find the invoice for q1 and my finance team needs it. Thanks in advance.",billing
Urgent: Two-factor isn't sending me a code anymore. Sorry if this is the wrong channe.l,account_access
"Hello, Is there a free trial before i commit. Appreciate any help.",general_inquiry
"To whom it may concern, Could you support exporting to pdf and not just csv. Regards.",feature_request
Urgent: How does your product compare to others i'm evaluating. This is blocking me.,general_inquiry
I was charged $9.99 twice this month and need the duplicate refunded. Hoping for a quick reply.,billing
Sync has been broken since the update in january. This is blocking me.,technical
"Hello, I'm stuck in a redirect loop trying to sign in with sso. Thanks in advance.",account_access
"Hello, What are your support hours and how do i reach a person. Thanks in advance.",general_inquiry
Urgent: An integration with slack would be really useful. Please advise.,feature_request
"To whom it may concern, I can' tlog in and the password reset email never arrives. Regards.",account_access
Quick question - I see logins i don't recognise and i'm worried about my account. Please advise.,account_access
Quick question - An api webhook for new events would unblock our team. Let me know.,feature_request
Quick question - Do you publish a public roadmap i can follow. Regards.,general_inquiry
"To whom it may concern, I need to change the email address on my account. Regards.",account_access
"To whom it may concern, What's your data retention and privacy policy. Regards.",general_inquiry
"Good morning, An integration with slack would be really useful. Thanks in advance.",feature_request
I need some help. Do you offer discounts for non-profits. Hoping for a quick reply.,general_inquiry
Following up: I can't find the invoice for march and my finance team needs it. This is blocking me.,billing
"Hey, I keep getting a 500 error when i hit export on the dashboard. Let me know.",technical
"Good morning, Api calls time out intermittently and break my integration. Sorry if this is the wrong channel.",technical
"To whom it may concern, I'm stuck in a redirect loop trying to sign in with sso. This is blocking me.",account_access
"Good morning, There are two separate $9.99 charges from the same day. Sorry if this is the wrong channel.",billing
"Hi team, Do you offer discounts for non-profits. Please advise.",general_inquiry
"To whom it may concern, I can't find the invoice for june and my finance team needs it. Please advise.",billing
Following up: The $9.99 charge on my statement doesn't look right. Sorry if this is the wrong channel.,billing
I need some help. I can't log in and the password reset email never arrives. This is blocking me.,feature_request
Following up: The mobile app freezes on the login screen. Please advise.,technical
"Good morning, The $15.50 charge on my statement doesn't look right. Hoping for a quick reply.",general_inquiry
"Hi team, Sync has been broken since the update in septmeber.",technical
"To whom it may concern, Please add a way to bulk-edit records.",feature_request
My account got locked after a few failed attempts. Hoping for a quick reply.,account_access
Quick question - Pages take over 30 seconsd to load lately. Appreciate any help.,account_access
Quick question - I was removed from my workspace by mistake. Sorry if this is the wrong channel.,account_access
Urgent: The app crashes whenever i upload a file over 10mb. Regards.,technical
Following up: A mobile widget for quick stats would help a lot. Please advise.,feature_request
Following up: The csv download comes out corrupted and won't open. This is blocking me.,technical
I need some help. My account got locked after a few failed attempts.,account_access
"Hey, I was billed $19 even though my card was declined. Thanks in advance.",general_inquiry
I need some help. A mobile widget for quick stats would help a lot. Let me know.,feature_request
"Hey, Api calls time out intermittently and break my integration. Sorry if this is the wrong channel.",technical
"Hey, A mobile widget for quick stats would help a lot. Appreciate any help.",feature_request
Urgent: The $120 charge on my statement doesn't look right. Let me know.,billing
"Good morning, What are your support hours and how do i reach a person. Thanks in advance.",general_inquiry
Where can i find docs for the reporting feature. Regards.,general_inquiry
Urgent: Where can i find docs for the reporting feature. Appreciate any help.,general_inquiry
"To whom it may concern,T wo-factor isn't sending me a code anymore. Regards.",account_access
"Good morning, I'd like a refund on th eannual plan i bought in march. This is blocking me.",billing
Urgent: Do you offer discounts for non-profits. Please advise.,general_inquiry
Following up: I'd love to schedule repotrs to send automatically each week.,feature_request
"Hi team, Where can i find docs for the reporting feature. Hoping for a quick reply.",general_inquiry
Urgent: Do you publish a public roadmap i can follow. This is blocking me.,billing
I need some help. The forgot-password page says my account doesn't exist. Sorry if this is the wrong channel.,account_access
I'd love to schedule reports to send automatically each week. Appreciate any help.,feature_request
"To whom it may concern, Please add a way to bulk-edit records. Regards.",feature_request
"Hi team, There are two separate $120 charges from the same day. This is blocking me.",general_inquiry
"Good morning, I'd like a refund on the annual plan i bought in september. Thanks in advance.",billing
Quick question - I can't find the invoice for april and my finance team needs it. Regards.,billing
Quick question - I can't log in and the password reset email never arrives. Regards.,account_access
"To whom it may concern, Notifications stopped firing after the latest release. Appreciate any help.",technical
"Good morning, How does yourp roduct compare to others i'm evaluating. Please advise.",general_inquiry
I want to add a teammate with admin permissions. Appreciate any help.,account_access
"To whom it may concern, I keep getting a 500 error when i hit export on the dashboard. Hoping for a quick reply.",technical
"Good morning, I keep getting a 500 error when i hit export on the dashboard. Sorry if this is the wrong channel.",general_inquiry
I need some help. The mobile app freezes on the login screen. Hoping for a quick reply.,technical
"Hi team, Two-factor isn't sending me a code anymore.",account_access
Followin gup: Do you offer discounts for non-profits. Hoping for a quick reply.,general_inquiry
Quick qeustion - The app crashes whenever i upload a file over 10mb. Thanks in advance.,technical
Following up: Do you have plans to support sso for enterprise. This is blocking me.,feature_request
I need some help. Let us customise which columns show in the main table. Appreciate any help.,feature_request
Following up: A mobile widget for quick stats would help a lot. Appreciate any help.,feature_request
"Hi team, The mobile app freezes on the login screen. Thanks in advance.",technical
"Hey, Can you point me to a getting-started tutorial.",general_inquiry
"Good morning, I'm stuck in a redirect loop trying to sign in with sso. Regards.",account_access
Quick question - A mobile widegt for quick stats would help a lot. Regards.,account_access
"Hey, The csv download comes out corrupte dand won't open.",account_access
"To whom it may concern, An api webhook for new events would unblock our team. This is blocking me.",feature_request
"Good morning, I was billed $49.00 even though my card was declined. Thanks in advance.",billing
How does your product compare to others i'm evaluating. Appreciate any help.,general_inquiry
Following up: Could you support exporting to pdf and not just csv.,feature_request
"Good morning, I'm stuck in a redirect loop trying to sign in with sso. Thanks in davance.",account_access
Following up: A mobile widget for quick stats would help a lot. Sorry if this is the wrong channel.,feature_request
"Hi team, I want to add a teammate with admin permissions. Please advise.",account_access
My account got locked after a few failed attempts. oHping for a quick reply.,account_access
"To whom it may concern, A mobile widget for quick stats would help a lot. Let me know.",billing
"Hello, The analytics charts render completely blank in safari. Let me know.",technical
"To whom it may concern, Where can i find docs for the reporting feature. Hoping for a quick reply.",general_inquiry
Urgent: What are your support hours and how do i reach a person. Hoping for a quick reply.,general_inquiry
Api calls time out intermittently and break my integration. Let me know.,technical
"Hey, Can you point me to a getting-started tutorial. Please advise.",general_inquiry
Quick question - I need to change the email address on my account. Let me know.,account_access
I need some help. Please add a way to bulk-edit records. Thanks in advance.,feature_request
Urgent: Two-factor isn't sending me a code anymore.,account_access
Following up: Please add a way to bulk-edit records .Sorry if this is the wrong channel.,feature_request
"Good morning, My account got locked after a few failed attempts. Hoping for a quick reply.",account_access
Following up: Where can i find docs for the reporting feature. Hoping for a quick reply.,general_inquiry
Following up: I need to change the email address on my account. Appreciate any help.,account_access
"Hi team, Please add a way to bulk-edit records. Let me know.",feature_request
Following up: Two-factor isn't sending me a code anymore. Thanks in advance.,account_access
"Good morning, The analytics charts render completely blank in safari. Regards.",technical
"Hi etam, Pages take over 30 seconds to load lately.",technical
I need some help. Pages take over 30 seconds to load lately. Please advise.,technical
Quick question - Do you publish a public roadmap i can follow. Let me know.,account_access
"Hey, My subscription jumped to $80 without any notice. Sorry if this is the wrong channel.",billing
"To whom it may concern, How does your product compare to others i'm evaluating. Hoping for a quick reply.",general_inquiry
I need some help. The $80 charge on my statement doesn't look right. Regards.,billing
"Hi team, The mobile app freezes on the login screen. This is blocking me.",technical
Which plan is right for a team of about ten people. Sorry if this is the wrong channel.,general_inquiry
"Hello, I can't log in and the password reset email never arrives. Appreciate any help.",account_access
Following up: I'd like a refund on the annual plan i bought in march. Regards.,billing
I need some help. The analytics charts render completely blank in safari. Let me know.,technical
Quick question - Pages take over 30 seconds to load lately. Sorry if this is the wrong channel.,technical
Following up: I keep getting a 500 error when i hit export on the dashboard. Sorry if this is the wrong channel.,technical
"Good morning, Notifications stopped firing after the latest release. Appreciate any help.",technical
I need some help. Sync has been broken since the update in q1. Hoping for a quick reply.,technical
Urgent: I keep getting a 500 error when i hit export on the dashboard. Hoping for a quick reply.,billing
"Hello, What are your support hours and how do i reach a person. Appreciate any help.",general_inquiry
Quick question - Where can i find docs for the reporting feature. Please advise.,general_inquiry
"Hello, I can't log in and the password reset email never arrives. Hoping for a quick reply.",account_access
"To whom it may concern, I'm stuck in a redirect loop trying to sign in with sso. Hoping for a quick reply.",account_access
"To whom it may concern, Pages take over 30 sceonds to load lately. Please advise.",technical
Quick question - Notifications stopped firing after the latest release. Let me konw.,technical
Following up: Do you offer discounts for non-profits. Sorry if tihs is the wrong channel.,billing
The mobile app freezes on the login screen. Appreciate any help.,technical
Quick question - An api webhook for new events would unblock our team. Sorry if this is the wrong channel.,feature_request
"Hello, Where can i find docs for the reporting feature .Let me know.",general_inquiry
I need some help. An api webhook for new events would unblock our team. Hoping for a quick reply.,feature_request
Following up: Can you point me to a getting-started tutorial. Appreciate any help.,general_inquiry
"Hello, Do you publish a public roadmap i can follow. This is blocking me.",general_inquiry
Two-factor isn't sending me a code anymore. Sorry if this is the wrong channel.,account_access
Where can i find docs for the reporting feature. Sorry if this is the wrong channel.,general_inquiry
"To whom it may concern, The csv download comes out corrupted and won't open. Hoping for a quick reply.",technical
Urgent: I was billed $19 even though my cardw as declined. Sorry if this is the wrong channel.,billing
"Hello, Can you point me to a gettings-tarted tutorial. Let me know.",general_inquiry
Urgent: I'd love to schedule reports to send automatically each week. Hoping for a quick reply.,feature_request
"Hi team, The csv download comes out corrupted and won't open. Thanks in advance.",technical
Following up: I was charged $29 twice this month and need the duplicate refunded. Hoping for a quick reply.,billing
Urgent: Do you publish a public roadmap i can follow. Appreciate any help.,account_access
Urgent: Do you publish a public roadmap i can follow. Please advise.,general_inquiry
"To whom it may concern, Do you publish a public roadmap i can follow. Regards.",general_inquiry
"Hi team, Is there a free trial before i commit. This is blockign me.",general_inquiry
Urgent: I was removed from my workspace by mistake. Let me know.,account_access
"Hi team, I keep getting a 500 error when i hit export on the dashboard. Reagrds.",technical
"Hello, The analytics charts render completely blank in safari. Thanks in advance.",technical
"Good morning, I was charged $9.99 twice this month and need the duplicate refunded. Thanks in advance.",billing
Quick question - Api calls time out intermittently and break my integration.T hanks in advance.,technical
Quick question - Do you have plans to support sso for enterprise. This is blocking me.,feature_request
"To whom it may concern, Let us customise which columns show in the main table.",feature_request
"Hello, The app crashes whenever i upload a file over 10mb. Hoping for a quick reply.",technical
Following up: Where ca ni find docs for the reporting feature. Sorry if this is the wrong channel.,technical
"Hi team, The forgot-password page says my account doesn't exist.",account_access
"To whom it may concern, I can't log in and the password reset email never arrives. This is blocking me.",account_access
I need some help. Can you point me to a getting-started tutorial. Thanks in advance.,general_inquiry
Following up: My account got locked after a few failed attempts. Let me know.,account_access
I need some help. I see logins i don't recognise and i'm worried about my account. This is blocking me.,account_access
Following up: I keep getting a 050 error when i hit export on the dashboard. This is blocking me.,technical
"Hello, My subscription jumped to $9.99 without any notice.",billing
"Good morning, Api calls time out intermittently and break my integartion. Regards.",technical
"Hey, I was removed from my workspace by mistake. Appreciate any help.",account_access
"Hi team, Which plan is right for a team of about ten people. Let me know.",general_inquiry
I need some help. Two-factor isn'ts ending me a code anymore. Appreciate any help.,account_access
Urgent: Pages take over 30 seconds to load lately. Please advise.,technical
"To whom it may concern, Please confirm whether i'll be charegd $120 again next cycle. This is blocking me.",account_access
I need some help. My subscription jumped to $49.00 without any notice.,billing
"To whom it may concern, A mobile widget for quick stats would help a lot. Please advise.",billing
Quick question - Which plan is right for a team of about ten people. Appreciate any help.,general_inquiry
"Hello, I can't find the invoice for march and my finance team needs it. Appreciate any help.",billing
"To whom it may concern, The promo code didn't apply so i paid the full $80. Please advise.",billing
"Hello, Is there a free trial before i commit. Thanks in advance.",general_inquiry
Following up: Do you publish a public roadmap i can follow. Appreciate any help.,general_inquiry
"Hi team, The app crashes whenever i upload a file over 10mb. Please advise.",account_access
I need some help. What's your data retention and privacy policy. This is blocking me.,general_inquiry
"Hey, The forgot-password page says my account doesn't exist. Please advise.",account_access
I need some help. My subscription jumped to $199 without any notice. Appreciate any help.,billing
Quick question - I need to change the email address on my account. Appreciate any help.,account_access
Quick question - The $15.50 charge on my statement doesn't look right. Let me know.,billing
"Hello, My subscription jumped to $29 without any notice. Appreciate any help.",billing
"Hey, I see logins i don't recognise and i'm worried about my account. Sorry if this is the wrong channel.",account_access
Quick question - The analytics charts render completely blank in safari. Please advise.,account_access
I can't log in and the password reset email never arrives. Please advise.,account_access
Following up: A mobile widge tfor quick stats would help a lot. Sorry if this is the wrong channel.,feature_request
Quick question - I keep getting a 500 error when i hit export on the dashboard.,technical
Pages take over 30 seconds to load lately.,technical
I need some help. A mobile widget for quick stats would help a lot. Let me know.,feature_request
"Hi team, Could you support exporting to pdf and not just csv. Regards.",feature_request
"Hey, I'd like a refund on the annual plan i bought in last month. Thanks in advance.",billing
Following up: Notifications stopped firing after the latest release. Please advise.,technical
"Hi team, Sync has been broken since the update in q1. Appreciate any help.",technical
Following up: I was billed $15.50 even though my card was declined. Thanks in advance.,billing
"Good morning, An api webhook for new events would unblock our team. Let me know.",account_access
"Hello, Which plan is right for a team of about ten people. Regards.",general_inquiry
"Good morning, My account got locked after a few failed attempts. Regards.",account_access
Quick question - The promo code didn't apply so i paid the full $29. Let me know.,billing
"To whom it may concern, Please confirm whether i'll be charged $49.00 again next cycle. Please advise.",billing
What's your data retention and privacy policy. Thanks in advance.,general_inquiry
"Hi team, Notifications stopped firing after the latest release. Hoping for a quick reply.",technical
"To whom it may concern, I'd like a refund on the annual plan i bought in june. Sorry if this is the wrong channel.",billing
"To whom it may concern, There are two separate $49.00 charges from the same day. Thanks in advance.",billing
"Hey, I was removed from my workspace by mistake. Hoping for a quick reply.",account_access
Following up: I'm stuck in a redirect loop trying to sign in with sso. This is blocking me.,account_access
"Hello, The mobile app freezes on the login screen. Sorry if this is the wrong channel.",technical
I need some help. I want to add a teammate with admin permissions. Appreciate any help.,account_access
Following up: I'm stuck in a redirect loop trying to sign in with sso. This is blocking me.,feature_request
Following up: Let us customise which columns show in the main table. Please advise.,billing
How deos your product compare to others i'm evaluating. Hoping for a quick reply.,general_inquiry
"Good morning, The mobile app freezes on the login screen.",technical
"Hello, Sync has been broken since the update in march. This is blocking me.",technical
Following up: I can't find the invoice for january and my finance team needs it. Thanks in advance.,billing
"Hey, What are your support hours and how do i reach a person. Appreciate any help.",general_inquiry
Api calls time out intermtitently and break my integration.,technical
Quick question - Where can i find docs for the reporting feature. Let me know.,general_inquiry
"Good morning, Notifications stopped firing after the latest release. Thanks in advance.",technical
"Hello, I was billed $19 even though my card was declined.",billing
Following up: Where can i find docs for the reporting feature.,general_inquiry
"To whom it may concern, There are two separate $29 charges from the same day. Sorry if this is the wrong channel.",billing
"Hello, Where can i find docs for the reporting feature. This is blocking me.",general_inquiry
Quick question - Could you support exporting to pdf and not just csv. Appreciate any help.,feature_request
"Hi team, Notifications stopped firing after the latest release. Sorry if this is the wrong channel.",technical
Following up: Pages take over 30 seconds to load lately. Hoping for a quick reply.,technical
Quick question - I see logins i don't recognise and i'm worried about my account. Please advise.,account_access
I need some help. Notifications stopped firing after the latest release. Thanks in advance.,technical
"To whom it may concern, I see logins i don't recognise and i'm worried about my account. Sorry if this is the wrong channel.",account_access
Following up: The forgot-password page says my account doesn't exist. Please advise.,account_access
"Hello, The $29 charge on my statement doesn't look right. This is blocking me.",billing
"Good morning, An api webhook for new events would unblock our team. This is blocking me.",feature_request
"Hi team, Sync has been broken since the update in march. Let me know.",account_access
"Hi team, Let us customise which columns show in the main table. Thanks in advance.",feature_request
I need some help. Do you offer discounts for non-profits.,billing
The analytics charts render completely blank in safari. Appreciate any help.,technical
Following up: What's your data retention nad privacy policy. Please advise.,general_inquiry
I need some help .My account got locked after a few failed attempts. Appreciate any help.,account_access
"Hi team, My account got locked after a few failed attempts. This is blocking me.",account_access
Quick question - Notifications stopped firing after the latest release. Sorry if this is the wrong channel.,technical
"Hello, Where can i find docs for the reporting feature. Regards.",general_inquiry
"Good morning, Do you publish a public roadmap i can follow. Sorry if this is the wrong channel.",general_inquiry
Following up: I was removed from my workspace by mistake. Let me know.,account_access
"Hi team, I see logins i don't recognise and i'm worried about my account. Regards.",account_access
Urgent: It would be great to have a dark mode. Hoping for a quick relpy.,feature_request
Api calls time out intermittently and break my integration. Sorry if this is the wrong channel.,technical
"Hey, The ombile app freezes on the login screen. Hoping for a quick reply.",technical
"To whom it may concern, Pages take over 30 seconds to load ltaely. Please advise.",technical
"To whom it may concern, Can you point me to a getting-started tutorial. Regards.",general_inquiry
I need some help. An api webhook for new events would unblock our team. Sorry if this is the wrong channel.,account_access
Urgent: Two-factor isn't sending me a code anymore. Let me know.,account_access
"To whom it may concern, Two-factor is'nt sending me a code anymore. Thanks in advance.",account_access
Quick question - Which plan is right for a team of about ten people.,general_inquiry
I need to change the email address on my account. Please advise.,account_access
Do you ahve plans to support sso for enterprise. Thanks in advance.,feature_request
Quick question - I keep getting a 500 error when i hit export on the dashboard. Hoping for a quick reply.,billing
The analytics charts render completely blank in safari. Sorry if this is the wrong channel.,technical
"To whom it may concern, I keep getting a 500 error when i hit export on the dashboard. Let me know.",technical
I was billed $9.99 even though my card was declined. Regards.,general_inquiry
"Hello, I want to add a teammate with admin permissions. Appreciate any help.",account_access
"Good morning, The analytics charts render completely blank in safari. Please advise.",technical
"To whom it may concern, Doy ou publish a public roadmap i can follow. Hoping for a quick reply.",general_inquiry
"Hello, The analytics charts render completely blank in safari. Let me know.",technical
Urgen:t Notifications stopped firing after the latest release. This is blocking me.,technical
Following up: I was billed $80 even though my card was declined. Sorry if this is the wrong channel.,billing
"Good morning, I was charged $49.00 twice this month and need the duplicate refunded. Thanks in advance.",account_access
"To whom it may concern, An integration with slack would be really useful. Hoping for a quick reply.",feature_request
Urgent: I'm stuck in a redirect loop trying to sign in with sso. Please advise.,account_access
"Good morning, My account got locked after a few failed attempts. Appreciate any help.",account_access
Let us customise which columns show in the main table. Please advise.,feature_request
"Good morning, I can't log in and the password reset email never arrives.",technical
"To whom it may concern, Let us customise which columns show in the main table.",feature_request
"Hello, A mobile widget for quick stats would help a lot. Let me know.",feature_request
"Hey, Please add a way to bulk-edit records. Appreciate any help.",account_access
"Good morning, Could you support exporting to pdf an dnot just csv.",feature_request
"Goodm orning, Let us customise which columns show in the main table. Sorry if this is the wrong channel.",general_inquiry
"Good morning, The promo code didn't apply so i paid the full $49.00. Please advise.",billing
Urgent: I'd like a refund on the annual plan i bought in january. Appreciate any help.,billing
Urgent: How does your product compare to others i'm evaluating. Let me know.,general_inquiry
An api webhook for new events would unblock our team. Let me know.,feature_request
The app crashes whenever i upload a file over 10mb. Sorry if this is the wrong channel.,technical
"Hey, Do you publish a public roadmap i can follow. Sorry if this is the wrong channel.",general_inquiry
"Hey, There are two separate $19 charges from the same day. Please advise.",billing
"Hi team, My account got locked after a few failed attempts. Sorry if this is the wrong channel.",general_inquiry
A mobile widget for quick stats would help a lot. This is blocking me.,feature_request
I need some help. The forgot-password page says my account doesn't exist. Let me know.,account_access
I need some help. An api webhook for new events would unblock our team. Please advise.,billing
"Good morning, I'd like a refund on the annual plan i bought in march.",billing
Following up: I was removed from my workspace by mistake. Thanks in advance.,account_access
Following up: I'd like a refund on the annual plan i bought in september. Let me know.,billing
Following up: Notifications stopped firing after the latest release. Please advise.,technical
"Hey, I want to add a teammate with admin permissions.",account_access
"Good morning, There are two separate $15.50 charges from the same day. Please advise.",billing
Please add a way to bulk-edit records. Thanks in advance.,feature_request
Urgent :An api webhook for new events would unblock our team. This is blocking me.,feature_request
Flolowing up: The mobile app freezes on the login screen. Regards.,technical
I need some help. The app crashes whenever i upload a file over 10mb. Appreciate any help.,technical
Urgent: I keep getting a 500 error when i hit export on the dashboard.P lease advise.,technical
"Good morning, I keep getting  a500 error when i hit export on the dashboard. Let me know.",technical
"To whom it may concern, Do you offer discounts for non-profits. Regards.",general_inquiry
"Hello, I can't log in and the password reset email never arrives. Hoping for a quick reply.",account_access
I need some help. My subscription jumped to $199 without any notice. Let me know.,billing
Urgent: I can't log in and the password reset email never arrives. Please advise.,account_access
"Good morning, The csv download comes out corrupted and won't open. Sorry if this is the wrong channel.",technical
"Hey, Pages take over 30 seconds to load lately. Let me know.",technical
What are your support hours and how do i reach a person. Thanks in advance.,general_inquiry
"Hi team, The csv download comes out corrupted and won't open.",technical
"Hi team, How does your product compare to others i'm evaluating. Please advise.",general_inquiry
Quick question - I was removed from my workspace by mistake. Appreciate any help.,account_access
Urgent: The forgot-password page says my account doesn't exist. Thanks in advance.,account_access
"Hey, I'd like a refund on the annual plan i bought in april. Regards.",billing
"Hey, How does your product compare to others i'm evaluating. This is blocking me.",general_inquiry
The promo code didn't apply so i paid the full $49.00.,billing
"Good morning, An integration with slack would be really useful. This is bolcking me.",technical
"Hey, There are two separate $120 charges from the same day. This is blocking me.",billing
"Good morning, A mobile widget for quick stats would help a lot. Sorry if this is the wrong channel.",feature_request
Urgent: Pages take over 30 seconds to load lately .This is blocking me.,general_inquiry
"Hello, I want to add a teammate with admin permissions. Please advise.",account_access
I was billed $15.50 even though my card was declined.,billing
I need some help. I'd like a refund on the annual plan i bought in january. This is blocking me.,billing
"Hey, My subscription jumped to $9.99 without any notice. Regards.",general_inquiry
Quick question - I'm stuck in a redirect loop trying to sign in with sso. Thanks in advance.,account_access
I need some help. Let us customise which columns show in the main table. Sorry if this is the wrong channel.,feature_request
Quick question - Is there a free trial before i commit. Regards.,general_inquiry
"To whom it may concern, Api calls time out intermittently and break my integration. Sorry if this is the wrong channel.",technical
Urgent: I want to add a teammate with admin permissions.,billing
Following up: An integration with slack would be really useful. Hoping for a quick reply.,feature_request
I need some help. I need to change the email address on my account. Regards.,account_access
Quick question - Could you support exporting to pdf and not just csv. Please advise.,feature_request
"Hello, The $19 charge on my statement doesn't look right. Please advise.",billing
"Good morning, Api calls time out intermittently and break my integration. Let me know.",technical
Following up: I'd love to schedule reports to send automatically each week. Thanks in advance.,feature_request
Quick question - Do you have plans to support sso for enterprise. Regards.,feature_request
An integration with slack would be really useful. Let me know.,feature_request
"Hi team, Please confirm whether i'll be charged $9.99 again next cycle. Hoping for a quick reply.",billing
Quick question - Let us customise which columns show in the main table. Let me know.,feature_request
The app crashes whenever i upload a file over 10mb. Please advise.,technical
I need some help. My subscription jumped to $15.50 without any notice. Please advise.,billing
"To whom it may concern, The promo code didn't apply so i paid the full $19. Sorry if this is the wrong channel.",billing
I need some help. It would be great to have a dark mode. Please advise.,feature_request
Urgent: I'm stuck in a redirect loop trying to sign in with sso. Please advise.,account_access
Urgent: The csv download comes out corrupted and won't open. Regards.,account_access
"Good morning, My subscription jumped to $19 without any notice. Please advise.",feature_request
Following up: Let us customise which columns show in the main table. This is blocking me.,feature_request
Following up: I'd love to schedule reports to send automatically each week. Thanks in advance.,feature_request
"Hi team, The promo code didn't apply so i paid the full $49.00.",billing
Urgent: I keep getting a 500 error when i hit export on the dashboard. Hoping for a quick reply.,technical
"Hello, The mobile app freezes on the login screen. Please advise.",technical
Quick question - Sync has been broken since the update in september. This is blocking me.,feature_request
"Good morning, Please add a way to bulk-edit records. Sorry if this is the wrong channel.",feature_request
"Good morning, The analytics charts render completely blank in safari. Let me know.",technical
Following up: I want to add a teammate with admin permissions. Sorry if this is the wrong channel.,account_access
"Hello, Could you support exporting to pdf and not just csv. Sorry if this is the wrong channel.",general_inquiry
I need some help. There are two separate $49.00 charges from the samed ay. Regards.,billing
The $15.50 charge on my statement doesn't look right.,general_inquiry
Urgent: The app crashes whenever i upload a file over 10mb. This is blocking me.,technical
Quick question - I can't log in and the password reset email never arrives. Regards.,account_access
"Hi team, I'm stuck in a redirect loop trying to sign in with sso. Hoping for a quick reply.",account_access
"Hi team, The analytics charts render completely blank in safari. Please advise.",technical
Urgent: The forgot-password page says my account doesn't exist. Regards.,account_access
Quick question - Could you support exporting to pdf and not just csv. This is blocking me.,feature_request
I need some help. I can't find the invoice for q1 and my finance team needs it. Please advise.,billing
I need some help. Let us customise which columns show in the main table. This is blocking me.,feature_request
Urgent: Two-factor isn't sending me a code anymore. Sorry if this is the wrong channel.,account_access
"To whom it may concern, An integration with slack would be really useful.",general_inquiry
"Hi team, I was removed from my workspace by mistake.",account_access
Can you point me to a getting-started tutorial. Sorry if this is the wrong channel.,general_inquiry
"Hello, The csv download comes out corrupted and won't open. Appreciate any help.",technical
Quick question - Please add a way to bulk-edit records.,feature_request
"Hi team, I was billed $49.00 even though my card was declined.",billing
"Hello, My subscription jumped to $15.50 without any notice. This is blocking me.",billing
"Good morning, I can't log in and the password reset email never arrives. This is blocking me.",account_access
Following up: The mobile app freezes on the login screen. Please advise.,technical
I need some help. Can you point me to a getting-started tutorial. Let me know.,general_inquiry
Following up: Api calls time out intermittently and break my integration. Thanks in advance.,technical
"Hey, Where can i find docs for the reporting feature. Let me know.",general_inquiry
"Hello, The promo code didn't apply so i paid the full $199. Hoping for a quick reply.",billing
Urgent: I'd love to schedule reports to send automatically each week. Appreciate any help.,feature_request
"Hey, Let us customise which columns show in the main table. Let me know.",feature_request
Urgent: How does your product compare to others i'm evaluating. Let me know.,general_inquiry
Quick question - There are two separate $15.50 charges from the same day. Hoping for a quick reply.,billing
Quick question - Please confirm whether i'll be charged $199 again next cycle. Regards.,billing
"Hey, I'd love to schedule reports to send automatically each week. Sorry if this is the wrong channel.",feature_request
"Hi team, What's your data retention and privacy policy. Please advise.",general_inquiry
Urgent: I see logins i don't recognise and i'm worried about my account. Hoping for a quick reply.,account_access
Quick question - Notifications stopped firing after the latest release.,technical
"Hey, Notifications stopped firing after the latest release. Please advise.",billing
"Hey, I need to change the email address on my account. Thanks in advance.",account_access
"Hey, Do you have plans to support sso for enterprise.",feature_request
I need some help. I can't find the invoice for january and my finance team needs it. Let me know.,billing
"Hey, Do you offer discounts for non-profits. Thanks in advance.",general_inquiry
"Hi team, I see logins i don't recognise and i'm worried about my account. Regards.",account_access
